text,label
Overjoyed by the surprise visit from family.,positive
i didnt get a hug today,neutral
This is truly enlightening for me,positive
Exhausted after a long day of meetings.,negative
"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",positive
"Can't believe I lost my phone, what a disaster",negative
Looking forward to seeing my favorite band live,positive
Trying to get some work done not too happy about work situation,positive
Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,neutral
Somewhere in the center...,neutral
I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..,negative
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",negative
Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,positive
morning to all,neutral
I`m scared to set the pw on my BB bc I might forget it & end up losing all my data. But yet I have financial info on it. Catch 22,negative
Excited to try out the new restaurant in town,positive
"i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative
one day my hugs will come    *fingers still crossed*,positive
Just got a shot on my arm. Eww.,neutral
"okay, i`m out for a while  back later!",neutral
I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better,positive
It's a beautiful day to go for a hike.,positive
Well for one thing I might be branded a 'public menace' by the state.,neutral
Love spending time with friends,positive
Excited for the new restaurant opening next week,positive
Ready for a weekend adventure,positive
Looking forward to spending time with my loved ones,positive
MAYDAY?!,neutral
Had an amazing time at the beach today! Had an amazing time at the beach today,positive
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
Born and raised in NYC and living in Texas for the past 10 years! I still miss NY,negative
Celebrating a small victory,positive
Binge-watching my favorite TV show,positive
"Just bought a new car, so excited",positive
she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,negative
p.s.  thought you were gonna follow me back on twit-har ?,neutral
Yay my friend Glen is here. Now i`m like this,positive
http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,neutral
Frustrated with my computer not working.,negative
"Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",neutral
Off to church now...,neutral
hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me,negative
Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left,neutral
"ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",positive
I can't believe they cancelled the show,negative
"as much as i love to be hopeful, i reckon the chances are minimal =P i`m never gonna get my cake and stuff",neutral
LMAO! listening to the great Bob Marley!  Wow hes so awesome,positive
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",positive
i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,negative
Great !!! Your book looks fantastic ? I want it,positive
Upset with the lack of cooperation from colleagues,negative
sick of having constant bad dreams  grr,negative
"It Was The Best Evar & My First,, You Didnt Awnser Any Of My Questions  xoxo",positive
"i like this new trend ,  who`s next ? http://tinyurl.com/qcy8d4",positive
The beach was so relaxing,positive
I just got home.  i bought twiggies and a toothbrush that promises to make my teeth 60% cleaner. - http://tweet.sg,positive
Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,neutral
The unexpected rain ruined my plans today,negative
"Just got dumped by my partner, feeling heartbroken.",negative
"It's been a rough day, everything seems to be going wrong.",negative
Can't wait to try the new restaurant in town.,positive
Feeling lonely without company,negative
Overwhelmed with too much to do,negative
ahh..my stomach hurts,negative
I`m bummed that I didn`t get TEDx tickets,negative
i would love to come visit you in Korea.. next flight that is under 100 i am there!,positive
Can't believe how rude some people can be,negative
my youtube channel? Demilynnmusic haha cause I love 2 sing & stuff so yea,positive
cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol,neutral
http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,neutral
is really ultra bored,negative
omg you`ve never seen `the Ring` its a creppy **** movie,negative
Upset about the loss in the tennis match.,negative
Excited for the upcoming project,positive
Excited to see my favorite band in concert tonight! Excited,positive
is it unny today or not? taking too long to decide haha. i wna get a tan,neutral
@_anniemay OMG No fair,negative
"Just had my teeth checked, now my eyes. I`m dying for a coffee but can`t drink for an hour.",negative
finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,neutral
_zulu or get up on that Michael Jackson ish.  Not a bad look IMO,positive
Feeling grateful for all the good things in my life. Feeling grateful,positive
That movie was amazing!,positive
Went to sleep and there is a power cut in Noida Power back up not working too,negative
i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?,neutral
aww lovely pic,positive
:visiting my friendster and facebook,neutral
Delighted with the surprise party.,positive
So over this never-ending meeting,negative
"Just finished my workout, feeling great",positive
Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can`t get enough of this video  #starwars #startrek,negative
Need a caffeine fix ASAP!,neutral
Lost track of time and now running late,negative
man i **** up that test  playing cod now . 31 days till the summer !,negative
orralle.. have fun,positive
YOU MAKIN` ME ****,neutral
"I`d have responded, if I were going",neutral
"coooooooool, yes, CIWWAF are awesome.",positive
Feeling down after the news today. Feeling down,negative
VEGA UNDER FIREEEEEE,negative
_assassin  sucks about your cat... hope you guys feel better,neutral
I need a vacation ASAP!,neutral
Mama? you`re the best thing that ever happen to me. thanks for everything  & and sorry for hurting you... I LOVE YOU!  <3,positive
Mmm someone come havelunch with me,neutral
"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral
Happy to be surrounded by loved ones.,positive
http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,neutral
here again in school bored wanting  2 go home,negative
Overwhelmed with the workload.,negative
Annoyed by the constant construction noise.,negative
Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv,neutral
Sooo SAD I will miss you here in San Diego!!!,negative
_G yup - that`s where I watch all my movies,neutral
Loving the sunshine today!,positive
"Pleased to hear it, but still I am shamed sometimes to hear what some men do",negative
Excited to start a new adventure,positive
Aww man I left all my laffy taffy`s at work,neutral
Fuming over the delayed flight.,negative
_bach daps were the best lol,positive
"I wake up at 4:30 during the week - and funny, Deathcab makes me think of you!  (& I use your calendar to track work hours)",positive
#justcause Summer Hours say our day ends at 1pm...doesn`t mean I really get to leave at 1.,negative
Annoyed by the constant loud music from the neighbors,negative
Rain Rain Rain go away come back next week when I`m gone (via ) raining lie crazy in the Keys,neutral
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive
That sounds cool! And you`re paying - even better,positive
My back is killing me. Stupid softball,negative
"Every time I succeed with a code, I get 'We`re Sorry. Your Credit Card Has Been Declined at this time.",negative
http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,neutral
Upset about the loss of my favorite pet.,negative
"Can't sleep, my mind is racing with so many thoughts",negative
Annoyed by the constant noise from next door.,negative
Going for a run to clear my mind,positive
you and I apparently  how are you?,neutral
", you make baby jeebus cry",negative
"is going to be in Cincinnati all day Sunday...visitin` with an old friend/brother from Korea, then a date with someone special",positive
Looking forward to my vacation next month,positive
My cat died of kidney failure during my math test  This day needs to get better.,neutral
The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
"Watching my favorite movie, it always puts me in a good mood.",positive
let me out,neutral
Waaaa. I ran my machine problem! Yeah!,neutral
"_ hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops><",neutral
My tummy hurts  go away cramps! I hate chuu!!!!,negative
im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
Feeling drained after a long day at work,negative
Looking forward to the concert tonight.,positive
Frustrated with the lack of progress at work,negative
I really need to invest in an elliptical machine... Running with shin splints sucks!!,negative
"Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it`s basically useless",neutral
egh blah and boooooooooooo i dunno wanna go to work HANGOVERS SUCKKKKKK Im a drunk mess!,negative
"Hey, sorry I didn`t get in touch sooner! We didn`t go by Bologna. It was out of our way",negative
"Just got back from work, OT na naman. What`s new?",neutral
Can't believe I forgot my friend's birthday,negative
I miss my family back home,negative
has a headaaaaaaaaaaaache,negative
Who builds a hotel without air-con? Bloody boiling in here...,negative
Disappointed with the service at the hotel.,negative
Anxious about the upcoming exam.,negative
oooh im sorry to late i smashed it,negative
"Oh, I see!  So it`s like, morning there, right? Happy breakfast! *thumbs up*",positive
"Can't seem to shake off this lingering cold, it's really getting to me.",negative
Yey! holiday Monday in Uk today ... have a chilled day,neutral
about to start work and missing him like crazy.I wont be seeing him till Tuesday,negative
I guess I am too freaky for followers.,negative
Excited to try a new restaurant tonight,positive
Got that right! And i know when I found out she wasn`t coming i cried!  It really sucks but Im still happy she headlining  now!,neutral
"sorry guys, the WAVVES show was canceled, they missed their flight",negative
Excited to meet up with old friends.,positive
Discouraged by the lack of progress.,negative
Just got back from a great vacation!,positive
I want to see 'Too Fast to Transport in 60 seconds,neutral
Just had the worst day of my life,negative
Enthusiastic about the new project.,positive
Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,neutral
yaaw some one want call with me?? 5529634599,neutral
Going home but will be back! After I get groceries and stuff,neutral
Thrilled to receive good news.,positive
Delighted with the delicious meal at the new restaurant,positive
Enjoying a relaxing day at home. Enjoying a relaxing day at home.,positive
"My favorite TV show got canceled, I'm so disappointed.",negative
night to  - the light dims as you leave the chat room,neutral
2am feedings for the baby are fun when he is all smiles and coos,positive
Iced coffee to keep me going,positive
"Just heard the best news today, feeling really happy",positive
Just got a promotion at work!,positive
looking for new ideas for my blog,neutral
also just hanging right now?? just bored hahaha didn`t have to work again today this is different....  no hours no money lol whatev,negative
"I have myself barely 4 hrs of sleep and the Lord blessed me with what feels like 8, but it came with a sore throat  pumpin out this paper!",neutral
early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,neutral
I can't seem to focus today,negative
Movie night tonight with my friends!,positive
Get into me not going. lol at least I didnt get my hopes up,negative
Haha yea  if i knew yew wanted 2 go i would have told yew,neutral
In a creative mood today,positive
"New haircut, new look",positive
soo tired.. still kinda angry that i missed the concert,negative
it`s friday night. i`m home. no party this weekend,negative
Finished reading a great book.,positive
Annoyed by the constant noise at the construction site,negative
Elated to have found a new hobby.,positive
Can't wait for the weekend!,positive
If it is any consolation I got my BMI tested hahaha it says I am obesed well so much for being unhappy for about 10 minutes.,negative
Just finished reading a great book,positive
Finally finished my DIY project!,positive
has a headache already?  boo,negative
"Stuck in a boring meeting, I wish I could be anywhere else.",negative
sad   Miss my friends !,negative
Happy to see the progress in my work.,positive
then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,neutral
_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,negative
"Missed my train, now I'm going to be late for my meeting",negative
yus! :3 he was really nice,positive
Just finished a great workout at the gym,positive
Excited about the opportunity to travel.,positive
"The weather is so beautiful today, I love it",positive
Elated after completing a challenging task.,positive
heeeey good luck for unair sweet!,positive
me either,neutral
Frustrated with the lack of response from customer support,negative
What a beautiful day!,positive
aaahhh...just woke up! feels good to sleep in on a monday!!!,positive
I need a haircut. I should not be able to pull my hair into a ponytail.,neutral
Looking forward to the weekend.,positive
road trip ftw  am playing with trains today so it`s all good here,positive
Looking forward to a quiet weekend at home,positive
You`re right....I`m 29 and  I`ve heard the song a time or two,positive
Ordered a new computer! Unfortunately it won`t get here until the end of June.,negative
Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.,neutral
The new restaurant in town is amazing!,positive
I had one of those in south Florida. Mowing around it could hurt,neutral
"I know, twitter is depressing me tonight",negative
Can't believe how fast time flies!,neutral
Grieved by the loss of a family member.,negative
Exhausted after a long day at work,negative
Devastated by the loss of a loved one.,negative
"feeling, breathing, believing, keeping you on my mind and never ever gonna think to let you go..",neutral
Dismayed by the rude behavior.,negative
Annoyed by the constant noise from the construction.,negative
Studying for exams is so stressful,negative
Feeling a bit overwhelmed with all my tasks,negative
Excited to try the new restaurant in town.,positive
New recipe turned out amazing,positive
Need to de-stress with a spa day.,neutral
_Pearson,neutral
Frustrated with the lack of progress,negative
tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,negative
I can't believe how frustrating this is,negative
Disappointed with the customer service,negative
Frustrated with the traffic today. traffic,negative
getting rained out @ the devon horse show.  *head desk*,neutral
PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,positive
Disappointed with the service at the restaurant today,negative
Startin to get a head ache!!!! Uuuggghh!!!,negative
"alright, so day was going well, but got home, and all my potato salad was gone",neutral
Beach with ashley,neutral
Just finished reading a great book! Just finished reading a great book!,positive
The sun is shining and it's a beautiful day!,positive
Excited to try the new restaurant in town.,positive
"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",positive
good luck with it..Do well!! My best wishes are with you!,positive
got a super cold!,positive
really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx,neutral
"Awww kanye west, its such a shame he doesnt get the joke",negative
"Worrying about an upcoming presentation, it's causing me so much anxiety.",negative
Baking WIN! Thanks for that!,positive
"the free fillin` app on my ipod is fun, im addicted",positive
Relieved to be done with the project.,positive
Miserable after the breakup.,negative
"I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",negative
Ecstatic about the promotion!,positive
I`m putting in Societe Generale in China. Very interesting stuff but has me away too much ... gotta fix that!,positive
im soo bored...im deffo missing my music channels,negative
is back home now gonna miss every one,negative
i just saw your performance on the ellen show. we`re so behind in australia  you were AMAZING and have such a wonderful voice!,positive
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,negative
Upset about the recent loss in the sports game,negative
Just another day at the office,neutral
Coffee date with an old friend,positive
Happy about the beautiful weather today,positive
Overjoyed at the news of the upcoming family reunion,positive
"Hehe you`re right, I`m not daft  May is a good month to be on a French contract!",positive
Feeling inspired by the beauty of nature,positive
Leaving for work.,neutral
But i dont mind the long line when theres a super cutie in front of me. Too bad he`s wearing a **** bracelet with a girls name on it,neutral
Oooh! goodluck for the rest of them,positive
Feeling sad after hearing the news.,negative
Soooo high,neutral
Annoyed with the noisy neighbors.,negative
Feeling really anxious about the upcoming exam,negative
Thrilled to see my favorite band in concert.,positive
i really need a skateboard  ........,neutral
aww,neutral
Hates headaches! Maybe I`m not ready to rock,negative
Happy to have some time off.,positive
"Got into a disagreement with a friend, it's been bothering me all day.",negative
Looking forward to the weekend getaway with friends,positive
I`m sorry.,negative
"Sadly not, no. They`re his colleagues and it`s a work party",negative
hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x,positive
straightening my hair,neutral
"no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",negative
thanks kate too.  *kisses* Xoxo.,positive
Thrilled about the upcoming event.,positive
Time to unwind with a good book,positive
when u gonna come show minnesota some love though hun?!,positive
Feeling under the weather today,negative
"My boyfriend just broke his wrist, now he might need surgery  im so nervous",negative
Relieved after a tough day at work,positive
"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks",negative
"it`s overwhelming how i`m finally catching up with my cousin/bff since i was three who i haven`t seen in years. ah, memories. miss her",neutral
Thanks to:      New followers!,positive
"Shiv, his place, slowly I hope",positive
**** I hate this weather this **** sucks! I wanted to go out tonight but not n no mess like this,negative
It`s depressing I`m stuck inside all day,negative
"Who starts a briefing at 7:30 a.m.? People on the East Coast, that`s who.",neutral
"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",neutral
lunch in the forrest ... its so baron.  fpu is so dead,neutral
Just finished watching a great movie. Just finished watching a great movie.,positive
Running out of patience with this situation,negative
Celebrating my birthday today with friends and family!,positive
Satisfied with the outcome of the negotiation.,positive
Had a terrible day at work.,negative
"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",negative
"Sons of ****, why couldn`t they put them on the releases we already bought",negative
"--sorry for running over uncle Terry, but he just wasn`t living up to his potential. expecting more from his next return.",negative
Stressed out with all the work piling up.,negative
Frustrated with the long lines at the grocery store. Frustrated,negative
Eager to start a new project at work,positive
"Dealing with a terrible headache, I just want it to go away.",negative
YIKEYSSS!!  I`M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!,positive
Both of you,neutral
"Missing my family back home, it's hard being so far away.",negative
Feeling really tired after a long day at work. Feeling really tired,negative
Pissed off with the rude customer service.,negative
This rainy weather always puts me in a gloomy mood.,negative
Needing a little pick-me-up,negative
Looking forward to the upcoming trip.,positive
Wishing I could go on a vacation. Wishing I could go on a vacation.,negative
WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,negative
"Another day, another project deadline",neutral
Feeling really anxious about the upcoming presentation,negative
_double as if there are any other kind  http://myloc.me/Fkl,neutral
Looking forward to the long weekend.,positive
_meaway I`m sorry hon  I know how it feels though...I`m usually crazy but at a family gathering I`d probably hold back like that also,negative
damnnn. training starts  at 11. but that would have been cool. next timeee,neutral
Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7,negative
Amazing performance by the theatre group last night,positive
ahh yes the obligations of a vampire kept me away from twitter.but now i`m back & will try 2 update as much as possible.i lost a donor,negative
Thrilled about the release of the new book.,positive
Need a break from all the noise,negative
i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,negative
Stop your twittering' - Maryland cookies #bgt,neutral
The traffic jam is killing my mood,negative
Gloomy weather ruining my mood.,negative
back home. man im hungry. getting ready..shopping,neutral
Enjoying the beautiful weather outside.,positive
"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE! LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",neutral
_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????,neutral
"Uh oh, I am sunburned",negative
I`m having the same problem,negative
"Finally, it's the weekend! Time to unwind and relax.",positive
Delighted with the surprise party for my birthday,positive
"Now Im in the work  , I miss my home, any news?",negative
so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,positive
Fed up with the constant traffic on the daily commute,negative
Needing some peace and quiet,positive
"Caught a cold, feeling miserable",negative
is doing boring accounts stuff,negative
"Say cheese for the camera, or throw up some Western Mass gang signs to be cool",positive
is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,negative
"Gonna go round up some DVDs to sell...  I will miss them, but I need money!",negative
Excited for the new movie release!,positive
"Just received some bad news, it's been a tough day.",negative
Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,positive
"Eat Sleep Draw!: Part of my Neuroanatomy take-home test.  After this, I??????m...: Part of my Neuro.. http://bit.ly/fXs3L",neutral
Just had the best meal of my life,positive
2am feedings for the baby are fun when he is all smiles and coos,positive
Can't believe my favorite show got canceled,negative
"Attending a friend's wedding, love is truly in the air.",positive
"Feeling overwhelmed with all the work piling up, I need a break.",negative
In awe of a beautiful sunset,positive
Upbeat about the progress in the project.,positive
Looking forward to spending time with family.,positive
My Sharpie is running DANGERously low on ink,negative
Stressed out with the workload.,negative
Just had the worst meal of my life,negative
Can't stop thinking about the delicious pizza,positive
Movie night with my best friends,positive
Proud of my team for winning the game.,positive
can`t set up my phone on twitter,neutral
There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,negative
Can't stand this weather,negative
Hehe,positive
Dealing with a difficult situation at work,negative
LoL!!  I still would have got a look at his face just in case!!,neutral
Feeling really discouraged about my progress,negative
"look, no matter the ethnicity, women are something else!  fellas, can I get an amen? *dueces*",neutral
Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job. Can`t wait to have a dragon pet,positive
Thrilled about the new job offer!,positive
Joyful to see the smile on my child's face.,positive
Looking forward to a relaxing weekend.,positive
"Having a fun night out with friends, laughter is truly the best medicine.",positive
Thrilled about the new job offer,positive
DUSTBIN BABY ON AT 11.30 Cannot wait  x,positive
Feeling really happy and content today,positive
Just came back from school.... Packing for my dad`s house,neutral
Annoyed by the constant construction noise in the neighborhood,negative
Why does Mondays always feel so long?,negative
I wish I could just sleep all day,negative
i`m totally gonna have money to actually buy a pair of shoes this time,neutral
The sunset today was so beautiful,positive
Feeling down today.,negative
_jayy It might hav to cost u a History essay.,neutral
"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",positive
Frustrated with the traffic this morning.,negative
"Yes, I really do.",neutral
Tired of this rain every day. Tired of this rain,negative
Disappointed with the poor performance.,negative
"**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",neutral
"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",positive
Feeling great after a good workout. Feeling great after a good workout.,positive
Journey!? Wow... u just became cooler. hehe... (is that possible!?),positive
"Feeling really down today, I wish things could get better soon.",negative
Can't wait for the new season of my favorite show,positive
Tired of the endless political debates,negative
"A long day at work, feeling exhausted",negative
Looking forward to the weekend getaway,positive
Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,neutral
Waiting for Natie to come online I miss him.,negative
Irritated by the loud music late at night.,negative
Elated by the unexpected gift from a friend,positive
Excited for the weekend getaway,positive
"Oh man, Did Yogg today. Worse than last week.",negative
This movie made me laugh so hard,positive
that`s meAn,negative
